title,url,full_text,word_count
यूराल पर्वत,https://hi.wikipedia.org/wiki/%E0%A4%AF%E0%A5%82%E0%A4%B0%E0%A4%BE%E0%A4%B2_%E0%A4%AA%E0%A4%B0%E0%A5%8D%E0%A4%B5%E0%A4%A4,"यूराल(The Ural Mountains ;रूसीУра́льские го́ры, = Uralskiye gory; IPA: [ʊˈralʲskʲɪjə ˈgorɨ]; Bashkir: Урал тауҙары), पश्चिमीरूसकी एक पर्वत श्रृंखला है जो उत्तर से दक्षिण की ओर तक विस्तृत है। यह भौगोलिक रूप सेएशियाऔरयूरोपको अलग करती है। इससे कई नदियाँ निकलती है। प्रमुख नदीकामाकैस्पियन सागरमें अपना जल विसर्जित करती है।
यह पर्वत शृंखला उत्तर मेंआर्कटिक महासागरसे दक्षिण मेंकैस्पियन सागरतक फैली हुई है, और यूरोप को एशिया महाद्वीप से अलग करती है। इस पर्वत शृंखला का उत्थान कई युगों में हुआ है। शृंखलाओं का विस्तार उत्तर से पश्चिम तथा उत्तर से पूर्व की ओर है और सर्वाधिक ऊँचाई दक्षिणी भाग में पाई जाती है। इस पर्वत की संयुक्त बनावट इसकी भौमिकी दशाओं से स्पष्ट परिलक्षित होती है।
यूराल पर्वत शृंखला को तीन भागों में बाँटा जाता है:
उत्तरी यूराल पर्वतश्रेणी
यहकारा की खाड़ीसे प्रारंभ होकर दक्षिण-पश्चिम में ६४ अंश उत्तरी अक्षांश तक फैली है। इसमें कई स्पष्ट श्रंखलाएँ पाई जाती हैं। यह पर्वतक्षेत्र दक्षिण-पूर्व की ओर चट्टानी, ऊबड़-खाबड़ तथा अधिक ढलुवाँ है तथा यूरोपीय रूस के दलदलों की ओर कम ढालू है। इसकी सर्वोच्च चोटियाँ खर्द यवेस ३,७१५ फुट तथा पाईयेर ४,७६४ फुट ऊँची हैं। मुख्य शृंखला के पश्चिमी भाग में परतदार चट्टानें पाई जाती हैं। दक्षिणी भाग में यूराल की सर्वोच्च चोटियाँ सबलिया ५,४०२, फुट तथा मुराई चख्ल, ५,५४५ फुट हैं। पर्वतीय ढालों पर घने जंगल पाए जाते हैं। दक्षिणी भाग में २४०० फुट की ऊँचाई तक वनस्पति पाई जाती है लेकिन उत्तरी भाग में आर्कटिक वृत्त के पास पर्वत के पाद प्रवेश तक ही वनस्पति सीमित है। ६५ अंश उत्तरी अक्षांश के लगभग वनीय वनस्पति लुप्त हो जाती है। ६४ अंश उत्तरी अक्षांश से ४१ अंश उत्तरी अक्षांश के मध्य एकपठारी क्षेत्रहै, जहाँ जल विभाजक उत्तर-पश्चिमी दिशा में फैला है। यहाँ विस्तृत, सम तथा दलदली घाटियाँ हैं। चोटियों की औसत ऊँचाई ३,००० फुट है। युंग तुम्प शिखर ४,१७० फुट ऊँचा है। इसश् क्षेत्र में बस्तियों का अभाव है।
मध्य यूराल
इसकी चौड़ाई लगभग १२५ किमी है। यहाँ लोहे, ताँबे और सोने कीखानेहैं। मध्य यूराल की सीमा उत्तर में डेनेजकिन कामेन (४,९०८ फुट) से निर्धारित होती है। निम्न पठारी भाग सेसाइबेरियाके लिये सड़क जाती है। जलविभाजक १२४५ फुट की ऊँचाई पर पाया जाता है। मध्य यूरैल घने जंगलों से आच्छादित है। घाटियों में तथा निम्न ढालों पर उपजाऊ मिट्टी एवं घनी ग्रामीण बस्ती पाई जाती है।
दक्षिणी यूरैल
यह उत्तर-पूर्व तथा दक्षिण-पश्चिम में विस्तृत तीन समांतर शृंखलाओं में विभक्त है। मुख्य यूरैल पर्वत की शृंखला २,२०० फुट से २,८०० फुट ऊँची है। मंद ढालों पर अधिकतर जंगल हैं तथा निम्न भागों मेंचरागाहपाए जाते हैं। दक्षिण की ओर लगभग १,५०० फुट ऊँचा पठारी क्षेत्र है जिसमें नदियों की गहरी घाटियाँ पाई जाती हैं। यह क्षेत्रबोल्गातक फैला है। यूराल पर्वत एक मोड़दार पर्वत है जिसमेंतृतीय युगकी चट्टानें पाई जाती हैं। यह पश्चिम में सिल्यूरियन, डिवोनी, कार्वोनी, परमियन तथा ट्रियासिक कल्प की परतों द्वारा ढँका हुआ है। इसमें कई समांतर मोड़ पाए जाते हैं।",469
यूराल पर्वत,https://hi.wikipedia.org/wiki/%E0%A4%AF%E0%A5%82%E0%A4%B0%E0%A4%BE%E0%A4%B2,"यूराल(The Ural Mountains ;रूसीУра́льские го́ры, = Uralskiye gory; IPA: [ʊˈralʲskʲɪjə ˈgorɨ]; Bashkir: Урал тауҙары), पश्चिमीरूसकी एक पर्वत श्रृंखला है जो उत्तर से दक्षिण की ओर तक विस्तृत है। यह भौगोलिक रूप सेएशियाऔरयूरोपको अलग करती है। इससे कई नदियाँ निकलती है। प्रमुख नदीकामाकैस्पियन सागरमें अपना जल विसर्जित करती है।
यह पर्वत शृंखला उत्तर मेंआर्कटिक महासागरसे दक्षिण मेंकैस्पियन सागरतक फैली हुई है, और यूरोप को एशिया महाद्वीप से अलग करती है। इस पर्वत शृंखला का उत्थान कई युगों में हुआ है। शृंखलाओं का विस्तार उत्तर से पश्चिम तथा उत्तर से पूर्व की ओर है और सर्वाधिक ऊँचाई दक्षिणी भाग में पाई जाती है। इस पर्वत की संयुक्त बनावट इसकी भौमिकी दशाओं से स्पष्ट परिलक्षित होती है।
यूराल पर्वत शृंखला को तीन भागों में बाँटा जाता है:
उत्तरी यूराल पर्वतश्रेणी
यहकारा की खाड़ीसे प्रारंभ होकर दक्षिण-पश्चिम में ६४ अंश उत्तरी अक्षांश तक फैली है। इसमें कई स्पष्ट श्रंखलाएँ पाई जाती हैं। यह पर्वतक्षेत्र दक्षिण-पूर्व की ओर चट्टानी, ऊबड़-खाबड़ तथा अधिक ढलुवाँ है तथा यूरोपीय रूस के दलदलों की ओर कम ढालू है। इसकी सर्वोच्च चोटियाँ खर्द यवेस ३,७१५ फुट तथा पाईयेर ४,७६४ फुट ऊँची हैं। मुख्य शृंखला के पश्चिमी भाग में परतदार चट्टानें पाई जाती हैं। दक्षिणी भाग में यूराल की सर्वोच्च चोटियाँ सबलिया ५,४०२, फुट तथा मुराई चख्ल, ५,५४५ फुट हैं। पर्वतीय ढालों पर घने जंगल पाए जाते हैं। दक्षिणी भाग में २४०० फुट की ऊँचाई तक वनस्पति पाई जाती है लेकिन उत्तरी भाग में आर्कटिक वृत्त के पास पर्वत के पाद प्रवेश तक ही वनस्पति सीमित है। ६५ अंश उत्तरी अक्षांश के लगभग वनीय वनस्पति लुप्त हो जाती है। ६४ अंश उत्तरी अक्षांश से ४१ अंश उत्तरी अक्षांश के मध्य एकपठारी क्षेत्रहै, जहाँ जल विभाजक उत्तर-पश्चिमी दिशा में फैला है। यहाँ विस्तृत, सम तथा दलदली घाटियाँ हैं। चोटियों की औसत ऊँचाई ३,००० फुट है। युंग तुम्प शिखर ४,१७० फुट ऊँचा है। इसश् क्षेत्र में बस्तियों का अभाव है।
मध्य यूराल
इसकी चौड़ाई लगभग १२५ किमी है। यहाँ लोहे, ताँबे और सोने कीखानेहैं। मध्य यूराल की सीमा उत्तर में डेनेजकिन कामेन (४,९०८ फुट) से निर्धारित होती है। निम्न पठारी भाग सेसाइबेरियाके लिये सड़क जाती है। जलविभाजक १२४५ फुट की ऊँचाई पर पाया जाता है। मध्य यूरैल घने जंगलों से आच्छादित है। घाटियों में तथा निम्न ढालों पर उपजाऊ मिट्टी एवं घनी ग्रामीण बस्ती पाई जाती है।
दक्षिणी यूरैल
यह उत्तर-पूर्व तथा दक्षिण-पश्चिम में विस्तृत तीन समांतर शृंखलाओं में विभक्त है। मुख्य यूरैल पर्वत की शृंखला २,२०० फुट से २,८०० फुट ऊँची है। मंद ढालों पर अधिकतर जंगल हैं तथा निम्न भागों मेंचरागाहपाए जाते हैं। दक्षिण की ओर लगभग १,५०० फुट ऊँचा पठारी क्षेत्र है जिसमें नदियों की गहरी घाटियाँ पाई जाती हैं। यह क्षेत्रबोल्गातक फैला है। यूराल पर्वत एक मोड़दार पर्वत है जिसमेंतृतीय युगकी चट्टानें पाई जाती हैं। यह पश्चिम में सिल्यूरियन, डिवोनी, कार्वोनी, परमियन तथा ट्रियासिक कल्प की परतों द्वारा ढँका हुआ है। इसमें कई समांतर मोड़ पाए जाते हैं।",469
साइबेरिया,https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A4%BE%E0%A4%87%E0%A4%AC%E0%A5%87%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE,"साइबेरिया(रूसी: Сибирь, सिबीर) एक विशाल और विस्तृत भूक्षेत्र है जिसमें लगभग समूचा उत्तरएशियासमाया हुआ है। यहरूसका मध्य और पूर्वी भाग है। सन् 1991 तक यहसोवियत संघका भाग हुआ करता था। साइबेरिया का क्षेत्रफल 131 लाख वर्ग किमी है। तुलना के लिए पूरेभारतका क्षेत्रफल 32.8 लाख वर्ग किमी है, यानि साइबेरिया भारत से क़रीब चार गुना है। फिर भी साइबेरिया का मौसम और भूस्थिति इतनी सख़्त है के यहाँ केवल 4 करोड़ लोग रहते हैं, जो 2011 में केवल उड़ीसा राज्य की आबादी थी।
यूरेशियाका अधिकतर स्टॅप (मैदानी घासवाला) इलाक़ा साइबेरिया में आता है। साइबेरिया पश्चिम मेंयूराल पहाड़ोंसे शुरू होकर पूर्व मेंप्रशांत महासागरतक और उत्तर मेंउत्तरध्रुवीय महासागर(आर्कटिक महासागर) तक फैला हुआ है। दक्षिण में इसकी सीमाएँक़ाज़ाक़स्तान,मंगोलियाऔरचीनसे लगती हैं।
इतिहास
लगभग 25 से 50 करोड़ वर्ष पहले (यानि पृथ्वी पर मनुष्यों के उभरने से बहुत पहले), साइबेरिया के बहुत से क्षेत्र में भयंकरज्वालामुखीयविस्फोट हुए जो क़रीब 10 लाख साल तक चलते रहे। माना जाता है के इनकी वजह से पृथ्वी पर मौजूद 90% जीवों की नस्लें मारी गई।[1]साइबेरिया के पठार की ज़मीन इन्ही विस्फोटों में उगले गए लावा से बनी हुई है।
साइबेरिया में मानव उपस्थिति के चिन्ह लगभग 40,000 साल पुराने हैं। समय के साथ यहाँ बहुत सी जातियाँ बस गयी या उत्पन्न हुई, जिनमें यॅनॅत, नॅनॅत,एवेंक, हूण,स्किथीऔरउईग़ुरशामिल हैं। 13वी सदी में साइबेरिया परमंगोलक़ब्ज़ा हो गया और 14वी सदी में एक स्वतन्त्र साइबेरियाई सल्तनत स्थापित हुई। मंगोलों के दबाव सेबयकाल झीलके पास बसने वाले याकुत लोग उत्तर की ओर जा कर बस गए।[2]यहाँ पर अपने ठिकानों से मंगोल पश्चिम की ओर रूस पर भी हमला किया करते थे। 16वी शताब्दी में रूस की शक्ति बढ़ने लगी और वे पूर्व की ओर फैलने लगे। पहले व्यापारी और इक्के-दुक्के सैनिक साइबेरिया पहुँचे और उनके पीछे रूसी सेना ने आकर यहाँ अड्डे और लकड़ी के क़िले बनाने शुरू कर दिए। 17वी सदी के मध्य तक रूसी नियंत्रण फैलकर प्रशांत महासागर तक पहुँच चुका था। सन् 1709 में साइबेरिया की कुल रूसी नस्ल की आबादी 2,30,000 थी।[3]
19वी शताब्दी के अंत तक साइबेरिया एक पिछड़ा और बहुत ही कम जनसँख्या वाला क्षेत्र रहा। यहाँ रूस की शाही सरकार अपने राजनैतिक क़ैदी भेजा करती थी, क्योंकि यहाँ हज़ारों मील तक फैले बर्फ़ीले मैदान को कोई भगा हुआ क़ैदी भी पार नहीं कर सकता था। 1891-1916 के काल मेंट्रांस-साइबेरियाई रेलमार्गबना जिसने रूस के औद्योगिकी-पूर्ण पश्चिमी भाग से साइबेरिया का नाता जोड़ा। समय के साथ-साथ साइबेरिया की आबादी बढ़ती गयी। यहाँ का सबसे बड़ा आर्थिक व्यवसाय धरती से धातुओं, कोयला और अन्य पदार्थों का निकालना था।
सोवियत संघ के ज़माने में यहाँ कैदियों को रखने के लिए बड़े अड्डे बनाए गए, जिन्हें ""गुलाग"" कहा जाता था।[4]अनुमान किया गया है कि इन गुलागों में लगभग 1.4 करोड़ लोगों को भेजा गया।द्वितीय विश्वयुद्धके दौरान खाना कम पड़ने से 5 लाख से अधिक कैदियों ने इन गुलागों में अपना दम तोड़ दिया।[5]सोवियत नीति के अनुसार अगर सोवियत संघ के किसी भाग में कोई राष्ट्रिय समुदाय शक़ की नज़र से देखा जाने लगे तो कभी-कभी पूरे समुदायों को देश-निकला देकर साइबेरिया भेज दिया जाता था।[6]
मौसम
उत्तरी साइबेरिया बहुत सर्द क्षेत्र है",500
सोवियत संघ,https://hi.wikipedia.org/wiki/%E0%A4%B8%E0%A5%8B%E0%A4%B5%E0%A4%BF%E0%A4%AF%E0%A4%A4_%E0%A4%B8%E0%A4%82%E0%A4%98,"घनत्व
२Assigned on 19 सितंबर 1990, existing onwards.३एस्टोनिया, लातविया और लिथुआनिया की सरकारें मानती है कि वे कभी सोवियत संघ का वैध भाग ही नहीं थे।रूस इन तीनों को सोवियत संघ का वैध अंश मानता है और इन सरकारों के कथन को अवैध मानता है।संयुक्त राज्य अमेरिका और बहुत सी अन्य पश्चिमी सरकारों ने इन तीनों का द्वितीय विश्वयुद्ध के बाद सोवियत संघ में विलय कभी नहीं स्वीकारा, इसलिए उन्हें सोवियत संघ का वैध अंश नहीं मानते।
सोवियत संघ, जिसका आधिकारिक नाम सोवियत समाजवादी गणतंत्रों का संघ(रूसी:Союз Советских Социалистических Республик;सोयूज़ सोवेत्स्किख़ सोत्सियालिस्तिचेस्किख़ ररिपब्लिक्स) था,यूरेशियाके बड़े भूभाग पर विस्तृत एक देश था जो 1922 से 1991 तक अस्तित्व में रहा। यह अपनी स्थापना से 1990 तकसाम्यवादी पार्टी(कोम्युनिस्ट पार्टी) द्वारा शासित रहा। यह दुनिया का सबसे बड़ा देश था, जो २२,४०२,२०० वर्ग किलोमीटर (८,६४९,५०० वर्ग मील) में फैला था और ग्यारह समय क्षेत्रों में फैला था। संवैधानिक रूप से सोवियत संघ 15 स्वशासित गणतंत्रों का संघ था लेकिन वास्तव में पूरे देश के प्रशासन और अर्थव्यवस्था पर केन्द्रीय सरकार का कड़ा नियंत्रण रहा। सोवियत संघ (Russian Soviet Federative Socialist Republics) इस देश का सबसे बड़ा गणतंत्र और राजनैतिक, सांस्कृतिक और आर्थिक केंद्र था, इसलिए पूरे देश का गहरा रूसीकरण हुआ। यही कारण रहा कि विदेश में भी सोवियत संघ को अक्सर गलती से 'रूस' बोल दिया जाता था।[[1] 1]
नाम उत्पत्ति
शब्द ""सोवियत"" एक रूसी शब्द है जिसका अर्थ है  परिषद, असेंबली, सलाह और सद्भाव।
भूगोल, जलवायु और पर्यावरण
यहा की जलवायु ठंडी व पर्यावरण सम्पन्न क्षेत्र हैा
यहा मौसम यूरोपीय देशों के समान हैा
इतिहास
स्थापना
सोवियत संघ की स्थापना की प्रक्रिया 1917 कीरूसी क्रान्तिके साथ शुरू हुई जिसमेंरूसी साम्राज्यकेज़ार(सम्राट) को सत्ता से हटा दिया गया।व्लादिमीर लेनिनके नेतृत्व मेंबोल्शेविक पार्टीने सत्ता पर क़ब्ज़ा कर लिया लेकिन फ़ौरन ही वह बोल्शेविक-विरोधी श्वेत मोर्चे (White movement) के साथगृह युद्धमें फँस गई। बोल्शेविकों कीलाल सेनाने गृह युद्ध के दौरान ऐसे भी कई राज्यों पर क़ब्ज़ा कर लिया जिन्होनें त्सार के पतन का फ़ायदा उठाकर रूस से स्वतंत्रता घोषित कर दी थी। दिसम्बर 1922 में बोल्शेविकों की पूर्ण जीत हुई और उन्होंने रूस,युक्रेन,बेलारूसऔरकॉकस क्षेत्रको मिलकर सोवियत संघ की स्थापना का ऐलान कर दिया।[1]
संक्षिप्त इतिहास
अप्रैल 1917: लेनिन और अन्य क्रान्तिकारीजर्मनीसेरूसलौटे।
अक्टूबर 1917: बोल्शेविकों नेआलेक्सान्द्र केरेंस्कीकी सत्ता को पलटा औरमॉस्कोपर अधिकार कर लिया।
1918 - 20: बोल्शेविकों और विरोधियों मेंगृहयुद्ध।
१९३३:अमेरिकाने सोवियत संघ को मान्यता दी।
१९३४: सोवियत संघलीग ऑफ नेशंसमें शामिल हुआ।
अगस्त १९३९:द्वितीय विश्वयुद्धआरम्भ हुआ।
जून १९४१: जर्मनी ने सोवियत संघ पर हमला किया।
१९४३:स्टालिनग्रादके युद्ध में जर्मनी की हार।
१९४५: सोवियत सैनिकों ने बर्लिन पर कब्जा किया। याल्टा और पोट्सडैम सम्मेलनों के जरिए जर्मनी को विभाजित कर पूर्वी जर्मनी और पश्चिमी जर्मनी का निर्माण।जापानका आत्मसमर्पण और दूसरे विश्वयुद्ध की समाप्ति।
१९४८-४९: बर्लिन नाकेबंदी।h
पश्चिमी सेनाओं और सोवियत सेनाओं में तनातनी।
१९४९: सोवियत संघ नेपरमाणु बमबनाया। चीन की कम्युनिस्ट सरकार को मान्यता दी।
१९५०-५३:कोरियाई युद्ध; सोवियत संघ और पश्चिम के संबंधों में तनाव।
मार्च १९५३: स्टालिन की मृत्यु।निकिता ख्रुश्चेवकम्युनिस्ट पार्टी की केंद्रीय समिति के प्रथम सचिव बने।
१९५३: सोवियत संघ ने अपना पहलाहाइड्रोजन बमबनाया।
१९५५:वारसॉ की संधि।
१९५६: सोवियत सेना ने हंगरी के",500
उज़्बेकिस्तान,https://hi.wikipedia.org/wiki/%E0%A4%89%E0%A4%9C%E0%A4%BC%E0%A5%8D%E0%A4%AC%E0%A5%87%E0%A4%95%E0%A4%BF%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8,"उज़्बेकिस्तान(उज़्बेक: Oʻzbekiston)एशियाके केन्द्रीय भाग में स्थित एक देश है जो चारों ओर से जमीन से घिरा है। इतना ही नहीं, इसके चहुँदिश के देश की खुद भी समुद्र तक कोई पहुँच नहीं है। इसके उत्तर मेंकज़ाख़स्तान, पूरब मेंताजिकिस्तानदक्षिण मेंतुर्कमेनिस्तानऔरअफ़्ग़ानिस्तानस्थित है। यह 1991 तकसोवियत संघका एक घटक था। उज़्बेकिस्तान के प्रमुख शहरों में राजधानीताशकंतके अलावासमरकंदतथाबुख़ाराका नाम प्रमुखता से लिया जा सकता है। यहाँ के मूल निवासी मुख्यतःउज़्बेक नस्लके हैं, जो बोलचाल मेंउज्बेक भाषाका प्रयोग करते हैं।
इतिहास
मानववास यहाँ पर ईसा के 2000 साल पहले से है। ऐसा माना जाता है कि आज के उज़्बेकों ने वहाँ पर पहले से बसेआर्योंको विस्थापित कर दिया। सन् 327 ईसापूर्व मेंसिकंदरजब विश्व विजय (जो वास्तव मेंफ़ारसविजय से ज्यादा अधिक नहीं थी) पर निकला तो यहाँ उसे बहुत प्रतिरोध का सामना करना पड़ा। उसने यहाँ की राजकुमारी रोक्साना से शादी भी की पर युद्ध में उसे बहुत फ़ायदा नहीं हुआ। सिकंदर के बाद ईरान केपार्थियनतथासासानीसाम्राज्य का अंग यह आठवीं सदी तक रहा। इसके बाद अरबों नेख़ुरासानपर कब्जा कर लिया और क्षेत्र मेंइस्लामका प्रचार हुआ।
नौंवी सदी में यहसामानी साम्राज्यका अंग बना। सामानियों नेपारसी धर्मत्यागकरसुन्नीइस्लाम को आत्मसात किया। चौदहवीं सदी के अंत में यह तब महत्वपूर्ण क्षेत्र बन गया जब यहाँतैमूर लंगका उदय हुआ। तैमूर ने मध्य और पश्चिमी एशिया में अद्भुत सफ़लता पाई। तैमूर ने उस्मान (ऑटोमन) सम्राट को भी हरा दिया था। उन्नीसवीं सदी में यह बढ़ते हुएरूसी साम्राज्यऔर 1924 में सोवियत संघ का सदस्य का अंग बना। 1991 में इसने सोवियत संघ से आजादी हासिल की।
प्रांत और विभाग
उज़बेकिस्तान प्रशासनिक रूप से१२ प्रान्तों और एक स्वशासित गणतंत्रमें बंटा हुआ है। इनके अलावा राजधानी ताशकंत को भी एक स्वतन्त्र शहर का दर्जा प्राप्त है।उज़बेक भाषामें प्रान्तों को कई अरब देशों औरअफ़्ग़ानिस्तानकी तरहविलायतबुलाया जाता है हालांकि इसका उज़बेक उच्चारण 'विलोयत' है। सभी प्रांत आगे जिलों में बंटे हुए हैं जिन्हें उज़बेक भाषा में 'तूमन' कहा जाता है। ध्यान दें कि यह तूमन शब्द मंगोल भाषा से लिया गया है और मध्यकालीन मंगोल साम्राज्य में यह सेना कि ईकाई हुआ करती थी। कुल मिलाकर पूरे देश में १६० तूमन हैं।
इन्हें भी देखें
बाहरी कड़ियाँ
- Discover UzbekistanArchived2018-08-31 at theवेबैक मशीन
- Open Directory Project -UzbekistanArchived2007-03-12 at theवेबैक मशीनdirectory category
- Library of Congress - A Country Study: Uzbekistan
- Uzbekistan Photo GalleryArchived2006-12-31 at theवेबैक मशीन
- Travel story about Uzbekistan by Ira SpitzerArchived2007-03-12 at theवेबैक मशीन
- Lots of Uzbekistanian Recipes on www.CookBookWiki.comArchived2007-03-09 at theवेबैक मशीन
- Radio Free Europe/Radio LibertyNews and Features on Uzbekistan in English.
- Uzbekistan's Ombudsman - Authorized Person for Human Rights of Uzbekistan's Parliament (Oliy Majlis)Archived2007-03-20 at theवेबैक मशीन
- Lower House of Uzbek parliament
- Upper House of Uzbek parliamentArchived2007-06-29 at theवेबैक मशीन
- Uzbek news web siteArchived2018-09-22 at theवेबैक मशीन
1. ↑""2014 Human Development Report Summary""(PDF). संयुक्त राष्ट्र विकास कार्यक्रम. २०१४. पपृ॰ २१-२५. अभिगमन तिथि २७ जुलाई २०१४.",461
उज़्बेकिस्तान का ध्वज,https://hi.wikipedia.org/wiki/%E0%A4%89%E0%A4%9C%E0%A4%BC%E0%A5%8D%E0%A4%AC%E0%A5%87%E0%A4%95%E0%A4%BF%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8_%E0%A4%95%E0%A4%BE_%E0%A4%A7%E0%A5%8D%E0%A4%B5%E0%A4%9C,उज़्बेकिस्तान का ध्वजउज़्बेकिस्तानकाराष्ट्रीय ध्वजहै।,4
सार्वभौमिक राष्ट्रों के ध्वजों की दीर्घा,https://hi.wikipedia.org/wiki/%E0%A4%B0%E0%A4%BE%E0%A4%B7%E0%A5%8D%E0%A4%9F%E0%A5%8D%E0%A4%B0%E0%A5%80%E0%A4%AF_%E0%A4%A7%E0%A5%8D%E0%A4%B5%E0%A4%9C,"यह दीर्घासार्वभौमिक राष्ट्रोंके ध्वजों की है।
सार्वभौमिक राष्ट्र
अ
आ
इ
ई
उ
ए
ओ
क
ग
घ
च
ज
ट
ड
त
थ
द
न
प
फ
ब
भ
म
य
र
ल
व
श
स
ह
इन्हें भी देखें
- अमान्य और आंशिक मानयता प्राप्त राष्ट्रों के ध्वजों की सूची
- सार्वभौमिक राष्ट्रों के राजचिह्न की दीर्घा",59
फ़िलिस्तीन,https://hi.wikipedia.org/wiki/%E0%A4%AB%E0%A4%BF%E0%A4%B2%E0%A4%BF%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A5%80%E0%A4%A8,"फिलिस्तीननाम ये सबके लिए भी जाना जाता है।
- फिलिस्तीन, पश्चिमी एशिया में एक कानूनी संप्रभु राज्य
- फ़िलिस्तीनी, पश्चिमी एशिया में एक भौगोलिक क्षेत्र",25
तजिकिस्तान का ध्वज,https://hi.wikipedia.org/wiki/%E0%A4%A4%E0%A4%9C%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%B8%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%A8_%E0%A4%95%E0%A4%BE_%E0%A4%A7%E0%A5%8D%E0%A4%B5%E0%A4%9C,तजिकिस्तान का ध्वजतजिकिस्तानकाराष्ट्रीय ध्वजहै।,4
राज्यचिह्न,https://hi.wikipedia.org/wiki/%E0%A4%B0%E0%A4%BE%E0%A4%9C%E0%A5%8D%E0%A4%AF%E0%A4%9A%E0%A4%BF%E0%A4%B9%E0%A5%8D%E0%A4%A8,"राज्यचिह्नएक ढाल परचित्रितएक अद्वितीय अभिकल्प है। ये अभिकल्पविरासतमें मिल सकते हैं, अर्थात ये पिता से उसके बच्चों में स्थानांतरित होते हैं।मध्ययुगमें इन अभिकल्पों को वास्तविक ढालों पर दिखाया जाता था। लेकिन अब वे आमतौर पर केवल कागज परचित्रितकिए जाते हैं जो उन्हें कानूनी बनाता है। राज्यचिह्न देने की अनुमति आमतौर पर तभी दी जाती है जब यह किसी देश की सरकार या उसके एजेंट द्वारा दिया जाता है।इंग्लैंडमें इसे कॉलेज ऑफ आर्म्स (अंग्रेज़ी:College of Arms) औरस्कॉटलैंडमें लॉर्ड लियोन (स्कॉट्स:Lord Lyon) कहा जाता है।
सामान्यतः राज्यचिह्न वास्तविक लोगों के लिए जारी किये जाते हैं। वर्तमान में बहुत सेदेशोंऔरव्यवसायोंके पास भी राजचिह्न होते हैं। राज्यचिह्न पर प्रत्येकप्रतीककिसी ऐसी चीज का प्रतिनिधित्व करेगा जिसका उस व्यक्ति, देश या कंपनी के लिए महत्वपूर्ण अर्थ होगा।
राज्यचिह्न में कई आधार ढाल अभिकल्प होते हैं जिन्हें जोड़ा जा सकता है, जैसे कि फेस, पेल, बेंड, शेवरॉन, साल्टायर, और कई अन्य। दिखाए गए इन उदाहरणों को ""साधारण"" कहा जाता है। आधार अभिकल्प में जोड़ने के लिए एक आइटम का एक उदाहरण शुल्क कहा जाता है। इन आरोपों को प्रतीक चिह्नों के रूप में वर्गीकृत किया जा सकता है, जिन्हें शस्त्र आधार ढाल पर जोड़ा गया है। समर्थक रखना भी वैकल्पिक है। सरल शब्दों में कहें तो समर्थक आमतौर पर एक जानवर होता है, जो ऐसा प्रतीत होता है जैसे वह राज्यचिह्न की ढाल को थामे हुए है। नीचे दिखाया गया यूनाइटेड किंगडम का शाही कोट ऑफ आर्म्स समर्थकों का एक उदाहरण है। अंत में कई राज्यचिह्न का अंतिम मुख्य भाग शिखा कहलाता है। शिखा एक प्रकार का प्रतीक है जो आमतौर पर राज्यचिह्न के ढाल आधार के शीर्ष पर स्थित होता है। यह शिखा किसी भी आकार की हो सकती है, लेकिन आमतौर पर इसे रंग पैलेट के भीतर फिट होना होता है।
उदाहरण",287
